id,Agency,Commendation_or_Complaint,Subject_Matter,Subject_Detail,Issue_Detail,Year,Quarter,Branch_Line_Route
subway_A,Subways,Commendation,Employees,Maintenance Staff,Performance Under Stress,2017.0,4.0,A
subway_Q,Subways,Commendation,Employees,Maintenance Staff,Very Helpful / Friendly,2017.0,4.0,Q
subway_L,Subways,Commendation,Employees,Maintenance Staff,Very Helpful / Friendly,2017.0,4.0,L
subway_N,Subways,Commendation,Employees,Other,Honesty/Integrity,2017.0,4.0,N
subway_4,Subways,Commendation,Employees,Other,Honesty/Integrity,2017.0,4.0,4
subway_7,Subways,Commendation,Employees,Other,Honesty/Integrity,2017.0,4.0,7
subway_F,Subways,Commendation,Employees,Platform Controller,Very Helpful/Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Platform Controller,Very Helpful/Friendly,2017.0,4.0,F
subway_1,Subways,Commendation,Employees,Police Officer / Law Enforcement,Other,2017.0,4.0,1
subway_D,Subways,Commendation,Employees,Police Officer / Law Enforcement,Performance Under Stress,2017.0,4.0,D
subway_D,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,D
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_7,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,7
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_1,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,1
subway_D,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,D
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_3,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,3
subway_D,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,D
subway_D,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,D
subway_1,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,1
subway_5,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,5
subway_G,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,G
subway_2,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,2
subway_C,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,C
subway_2,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,2
subway_4,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,4
subway_D,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,D
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_R,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,R
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_N,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,N
subway_2,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,2
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_3,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,3
subway_1,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,1
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_A,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,A
subway_1,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,1
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_F,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,F
subway_Q,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,Q
subway_1,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,1
subway_1,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,1
subway_C,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,C
subway_2,Subways,Commendation,Employees,Ticket Clerk / Station Agent,Very Helpful / Friendly,2017.0,4.0,2
subway_R,Subways,Commendation,Employees,Train Conductor,Clarity - Audio,2017.0,4.0,R
subway_A,Subways,Commendation,Employees,Train Conductor,Clarity - Audio,2017.0,4.0,A
subway_6,Subways,Commendation,Employees,Train Conductor,Clarity - Audio,2017.0,4.0,6
subway_D,Subways,Commendation,Employees,Train Conductor,Completeness / Sufficiency - Audio,2017.0,4.0,D
subway_D,Subways,Commendation,Employees,Train Conductor,Completeness / Sufficiency - Audio,2017.0,4.0,D
subway_R,Subways,Commendation,Employees,Train Conductor,Completeness / Sufficiency - Audio,2017.0,4.0,R
subway_A,Subways,Commendation,Employees,Train Conductor,Completeness / Sufficiency - Audio,2017.0,4.0,A
subway_F,Subways,Commendation,Employees,Train Conductor,Completeness / Sufficiency - Audio,2017.0,4.0,F
subway_7,Subways,Commendation,Employees,Train Conductor,Completeness / Sufficiency - Audio,2017.0,4.0,7
subway_E,Subways,Commendation,Employees,Train Conductor,Performance Under Stress,2017.0,4.0,E
subway_1,Subways,Commendation,Employees,Train Conductor,Timeliness - Audio,2017.0,4.0,1
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_E,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,E
subway_6,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,6
subway_F,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,F
subway_6,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,6
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_2,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,2
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_6,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,6
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_2,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,2
subway_D,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,D
subway_M,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,M
subway_4,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,4
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_3,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,3
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_6,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,6
subway_N,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,N
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_N,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,N
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_6,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,6
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_F,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,F
subway_B,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,B
subway_W,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,W
subway_2,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,2
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_7,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,7
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_D,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,D
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_F,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,F
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_F,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,F
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_G,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,G
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_4,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,4
subway_6,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,6
subway_7,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,7
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_E,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,E
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_F,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,F
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_A,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,A
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_3,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,3
subway_B,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,B
subway_J,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,J
subway_7,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,7
subway_C,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,C
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_3,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,3
subway_R,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,R
subway_E,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,E
subway_3,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,3
subway_1,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,1
subway_4,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,4
subway_2,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,2
subway_3,Subways,Commendation,Employees,Train Conductor,Very Helpful / Friendly,2017.0,4.0,3
subway_5,Subways,Commendation,Employees,Train Operator / Engineer,Performance Under Stress,2017.0,4.0,5
subway_F,Subways,Commendation,Employees,Train Operator / Engineer,Performance Under Stress,2017.0,4.0,F
subway_5,Subways,Commendation,Employees,Train Operator / Engineer,Performance Under Stress,2017.0,4.0,5
subway_R,Subways,Commendation,Employees,Train Operator / Engineer,Performance Under Stress,2017.0,4.0,R
subway_G,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,G
subway_1,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,1
subway_F,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,F
subway_G,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,G
subway_F,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,F
subway_A,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,A
subway_3,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,3
subway_7,Subways,Commendation,Employees,Train Operator / Engineer,Very Helpful / Friendly,2017.0,4.0,7
subway_5,Subways,Commendation,MTA Agency Cars / Trucks,Signage,Other,2017.0,4.0,5
subway_G,Subways,Commendation,Station /Bus Stop /Facility /Structure,Clock,Other,2017.0,4.0,G
subway_E,Subways,Commendation,Station /Bus Stop /Facility /Structure,Platforms,Cleanliness,2017.0,4.0,E
subway_A,Subways,Commendation,Station /Bus Stop /Facility /Structure,Public Address System,Other,2017.0,4.0,A
subway_N,Subways,Commendation,Station /Bus Stop /Facility /Structure,Station - General,Cleanliness,2017.0,4.0,N
subway_6,Subways,Commendation,Station /Bus Stop /Facility /Structure,Station - General,Cleanliness,2017.0,4.0,6
subway_D,Subways,Commendation,Trains,"Doors (Train, Bus, Facility)",Other,2017.0,4.0,D
subway_S,Subways,Commendation,Trains,Rail / Subway Cars,Other,2017.0,4.0,S (42nd Street)
subway_S,Subways,Commendation,Trains,Rail / Subway Cars,Other,2017.0,4.0,S (42nd Street)
subway_5,Subways,Commendation,Trains,Rail / Subway Cars,Other,2017.0,4.0,5
subway_D,Subways,Commendation,Trains,Rail / Subway Cars,Other,2017.0,4.0,D
subway_E,Subways,Commendation,Trains,Rail / Subway Cars,Other,2017.0,4.0,E
subway_S,Subways,Commendation,Travel Disruption / Trip Problem,Train - General,Other,2017.0,4.0,S (42nd Street)
subway_A,Subways,Commendation,Travel Disruption / Trip Problem,Train - General,Other,2017.0,4.0,A
subway_S,Subways,Complaint,Employees,Bus Operator / Driver,Did Not Correct Conduct of Passenger,2017.0,4.0,S44
subway_D,Subways,Complaint,Employees,Bus Operator / Driver,Disputes,2017.0,4.0,D
subway_M,Subways,Complaint,Employees,Bus Operator / Driver,Disputes,2017.0,4.0,M11
subway_2,Subways,Complaint,Employees,Bus Operator / Driver,Not Helpful,2017.0,4.0,2
subway_B,Subways,Complaint,Employees,Bus Operator / Driver,Rude / Inappropriate Language,2017.0,4.0,B38
subway_4,Subways,Complaint,Employees,Bus Operator / Driver,Rude / Inappropriate Language,2017.0,4.0,4
subway_D,Subways,Complaint,Employees,CSR - Customer Service Office,Not Helpful,2017.0,4.0,D
subway_7,Subways,Complaint,Employees,CSR - Information Booth,Not Helpful,2017.0,4.0,7
subway_S,Subways,Complaint,Employees,CSR - Telephone,Not Helpful,2017.0,4.0,S (42nd Street)
subway_J,Subways,Complaint,Employees,CSR - Telephone,Rude / Inappropriate Language,2017.0,4.0,J
subway_F,Subways,Complaint,Employees,CSR Customer Service Office ( E&C ),Not satisfied with response,2017.0,4.0,F
subway_A,Subways,Complaint,Employees,CSR Customer Service Office ( E&C ),Not satisfied with response,2017.0,4.0,A
subway_6,Subways,Complaint,Employees,CSR Customer Service Office ( E&C ),Not satisfied with response,2017.0,4.0,6
subway_F,Subways,Complaint,Employees,CSR Customer Service Office ( E&C ),Not satisfied with response,2017.0,4.0,F
subway_7,Subways,Complaint,Employees,Maintenance Staff,Failed To ID Self,2017.0,4.0,7
subway_A,Subways,Complaint,Employees,Maintenance Staff,Non-Work Related Distractions,2017.0,4.0,A
subway_6,Subways,Complaint,Employees,Maintenance Staff,Non-Work Related Distractions,2017.0,4.0,6
subway_E,Subways,Complaint,Employees,Maintenance Staff,Non-Work Related Distractions,2017.0,4.0,E
subway_F,Subways,Complaint,Employees,Maintenance Staff,Not Helpful,2017.0,4.0,F
subway_A,Subways,Complaint,Employees,Maintenance Staff,Not Helpful,2017.0,4.0,A
subway_G,Subways,Complaint,Employees,Maintenance Staff,Not Helpful,2017.0,4.0,G
subway_A,Subways,Complaint,Employees,Maintenance Staff,Not Helpful,2017.0,4.0,A
subway_4,Subways,Complaint,Employees,Maintenance Staff,Not Helpful,2017.0,4.0,4
subway_N,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,N
subway_E,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,E
subway_G,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,G
subway_5,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,5
subway_D,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,D
subway_D,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,D
subway_E,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,E
subway_A,Subways,Complaint,Employees,Maintenance Staff,Other,2017.0,4.0,A
subway_Q,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,Q
subway_D,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,D
subway_N,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,N
subway_N,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,N
subway_4,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,4
subway_S,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,SIR
subway_N,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,N
subway_R,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,R
subway_7,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,7
subway_N,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,N
subway_4,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,4
subway_7,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,7
subway_A,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,A
subway_5,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,5
subway_R,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,R
subway_A,Subways,Complaint,Employees,Maintenance Staff,Rude / Inappropriate Language,2017.0,4.0,A
subway_E,Subways,Complaint,Employees,Maintenance Staff,Slow Performance,2017.0,4.0,E
subway_A,Subways,Complaint,Employees,Maintenance Staff,Slow Performance,2017.0,4.0,A
subway_N,Subways,Complaint,Employees,Other,Honesty/Integrity,2017.0,4.0,N
subway_W,Subways,Complaint,Employees,Other,Honesty/Integrity,2017.0,4.0,W
subway_6,Subways,Complaint,Employees,Other,Honesty/Integrity,2017.0,4.0,6
subway_B,Subways,Complaint,Employees,Other,Honesty/Integrity,2017.0,4.0,B
subway_5,Subways,Complaint,Employees,Platform Controller,Did Not Correct Conduct of Passenger,2017.0,4.0,5
subway_C,Subways,Complaint,Employees,Platform Controller,Did Not Correct Conduct of Passenger,2017.0,4.0,C
subway_F,Subways,Complaint,Employees,Platform Controller,Non-Work Related Distractions,2017.0,4.0,F
subway_E,Subways,Complaint,Employees,Platform Controller,Not Helpful,2017.0,4.0,E
subway_7,Subways,Complaint,Employees,Platform Controller,Other,2017.0,4.0,7
subway_W,Subways,Complaint,Employees,Platform Controller,Other,2017.0,4.0,W
subway_F,Subways,Complaint,Employees,Platform Controller,Other,2017.0,4.0,F
subway_4,Subways,Complaint,Employees,Platform Controller,Other,2017.0,4.0,4
subway_6,Subways,Complaint,Employees,Platform Controller,Other,2017.0,4.0,6
subway_A,Subways,Complaint,Employees,Platform Controller,Other,2017.0,4.0,A
subway_4,Subways,Complaint,Employees,Platform Controller,Rude Inappropriate Language,2017.0,4.0,4
subway_7,Subways,Complaint,Employees,Platform Controller,Rude Inappropriate Language,2017.0,4.0,7
subway_D,Subways,Complaint,Employees,Platform Controller,Rude Inappropriate Language,2017.0,4.0,D
subway_Q,Subways,Complaint,Employees,Platform Controller,Rude Inappropriate Language,2017.0,4.0,Q
subway_5,Subways,Complaint,Employees,Platform Controller,Rude Inappropriate Language,2017.0,4.0,5
subway_6,Subways,Complaint,Employees,Platform Controller,Rude Inappropriate Language,2017.0,4.0,6
subway_N,Subways,Complaint,Employees,Police Officer / Law Enforcement,Add More / Not Enough,2017.0,4.0,N
subway_2,Subways,Complaint,Employees,Police Officer / Law Enforcement,Assaulted By Employee,2017.0,4.0,2
subway_E,Subways,Complaint,Employees,Police Officer / Law Enforcement,Rude / Inappropriate Language,2017.0,4.0,E
subway_D,Subways,Complaint,Employees,Police Officer / Law Enforcement,Wrong Sumons Issued,2017.0,4.0,D
subway_D,Subways,Complaint,Employees,Ticket Clerk / Station Agent,Add More / Not Enough,2017.0,4.0,D
subway_Q,Subways,Complaint,Employees,Ticket Clerk / Station Agent,Clarity - Audio,2017.0,4.0,Q
